00:00:95	Sony Tektronix Corp.
9C:49:29	Huawei Technologies Co.,Ltd
9C:4A:7B	Nokia Corporation
9C:4F:5F	Google, Inc.
9C:4F:AC	zte corporation
9C:4F:DA	Apple, Inc.
9C:52:F8	Huawei Technologies Co.,Ltd
9C:54:67	Nokia
9C:56:36	Huawei Device Co., Ltd.
9C:57:66	Huawei Technologies Co.,Ltd
9C:58:3C	Apple, Inc.
9C:58:84	Apple, Inc.
9C:5A:81	Xiaomi Communications Co Ltd
9C:5C:8E	ASUSTek COMPUTER INC.
9C:5C:F9	Sony Corporation
9C:5F:5A	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
9C:5F:B0	Samsung Electronics Co.,Ltd
9C:60:76	Apple, Inc.
9C:61:D7	Huawei Technologies Co.,Ltd
9C:63:5B	zte corporation
9C:63:ED	zte corporation
9C:64:8B	Apple, Inc.
9C:65:B0	Samsung Electronics Co.,Ltd
9C:69:D1	Huawei Technologies Co.,Ltd
9C:6B:72	Realme Chongqing MobileTelecommunications Corp Ltd
9C:6F:52	zte corporation
9C:71:3A	Huawei Technologies Co.,Ltd
9C:73:70	Huawei Technologies Co.,Ltd
9C:73:B1	Samsung Electronics Co.,Ltd
9C:74:03	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
9C:74:1A	Huawei Technologies Co.,Ltd
9C:74:6F	Huawei Technologies Co.,Ltd
9C:76:0E	Apple, Inc.
9C:79:E3	Apple, Inc.
9C:7D:A3	Huawei Technologies Co.,Ltd
9C:82:3F	Huawei Device Co., Ltd.
9C:82:81	vivo Mobile Communication Co., Ltd.
9C:83:06	Samsung Electronics Co.,Ltd
9C:84:BF	Apple, Inc.
9C:8B:A0	Apple, Inc.
9C:8C:6E	Samsung Electronics Co.,Ltd
9C:8E:9C	Huawei Device Co., Ltd.
9C:92:4F	Apple, Inc.
9C:95:67	Huawei Device Co., Ltd.
9C:96:13	Lenovo Future Communication Technology (Chongqing) Company Limited
9C:97:93	Huawei Technologies Co.,Ltd
9C:99:A0	Xiaomi Communications Co Ltd
9C:9D:7E	Beijing Xiaomi Mobile Software Co., Ltd
9C:9E:71	Huawei Device Co., Ltd.
9C:9E:D5	Xiaomi Communications Co Ltd
9C:A3:89	Nokia
9C:A5:13	Samsung Electronics Co.,Ltd
9C:A5:C0	vivo Mobile Communication Co., Ltd.
9C:A9:C5	Apple, Inc.
9C:A9:E4	zte corporation
9C:AA:5D	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
9C:B2:B2	Huawei Technologies Co.,Ltd
9C:B2:E8	Huawei Technologies Co.,Ltd
9C:B4:00	zte corporation
9C:BC:F0	Xiaomi Communications Co Ltd
9C:BF:CD	Huawei Technologies Co.,Ltd
9C:C1:72	Huawei Technologies Co.,Ltd
9C:C3:94	Apple, Inc.
9C:C7:D1	SHARP Corporation
9C:CA:D9	Nokia Corporation
9C:D2:4B	zte corporation
9C:D3:5B	Samsung Electronics Co.,Ltd
9C:D9:17	Motorola Mobility LLC, a Lenovo Company
9C:DA:A8	Apple, Inc.
9C:DB:AF	Huawei Technologies Co.,Ltd
9C:DF:8A	Huawei Technologies Co.,Ltd
9C:E0:41	Nokia
9C:E0:63	Samsung Electronics Co.,Ltd
9C:E3:3F	Apple, Inc.
9C:E3:74	Huawei Technologies Co.,Ltd
9C:E6:5E	Apple, Inc.
9C:E6:E7	Samsung Electronics Co.,Ltd
9C:E8:2B	vivo Mobile Communication Co., Ltd.
9C:E9:1C	zte corporation
9C:EA:97	Honor Device Co., Ltd.
9C:EC:61	Huawei Device Co., Ltd.
9C:F1:55	Nokia
9C:F3:87	Apple, Inc.
9C:F3:AC	Apple, Inc.
9C:F4:8E	Apple, Inc.
9C:F5:31	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
9C:FA:76	Apple, Inc.
9C:FB:77	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
9C:FB:D5	vivo Mobile Communication Co., Ltd.
9C:FC:01	Apple, Inc.
9C:FC:28	Apple, Inc.
A0:07:98	Samsung Electronics Co.,Ltd
A0:08:6F	Huawei Technologies Co.,Ltd
A0:09:2E	zte corporation
A0:0A:9A	Huawei Device Co., Ltd.
A0:0E:98	Huawei Technologies Co.,Ltd
A0:10:77	zte corporation
A0:10:81	Samsung Electronics Co.,Ltd
A0:18:28	Apple, Inc.
A0:1B:9E	Samsung Electronics Co.,Ltd
A0:1C:8D	Huawei Technologies Co.,Ltd
A0:21:95	Samsung Electronics Co.,Ltd
A0:22:DE	vivo Mobile Communication Co., Ltd.
A0:27:B6	Samsung Electronics Co.,Ltd
A0:31:DB	Huawei Technologies Co.,Ltd
A0:32:99	Lenovo (Beijing) Co., Ltd.
A0:36:79	Huawei Technologies Co.,Ltd
A0:36:BC	ASUSTek COMPUTER INC.
A0:39:F7	LG Electronics (Mobile Communications)
A0:3B:E3	Apple, Inc.
A0:40:6F	Huawei Technologies Co.,Ltd
A0:41:47	Huawei Device Co., Ltd.
A0:42:D1	Huawei Device Co., Ltd.
A0:44:5C	Huawei Technologies Co.,Ltd
A0:46:5A	Motorola Mobility LLC, a Lenovo Company
A0:48:39	Huawei Technologies Co.,Ltd
A0:4E:04	Nokia Corporation
A0:4E:A7	Apple, Inc.
A0:4E:CF	Apple, Inc.
A0:4F:85	LG Electronics (Mobile Communications)
A0:52:72	Apple, Inc.
A0:55:2E	zte corporation
A0:56:2C	Samsung Electronics Co.,Ltd
A0:56:F3	Apple, Inc.
A0:57:E3	Huawei Technologies Co.,Ltd
A0:60:90	Samsung Electronics Co.,Ltd
A0:67:D6	Nokia
A0:69:74	Honor Device Co., Ltd.
A0:6F:AA	LG Innotek
A0:70:B7	Huawei Technologies Co.,Ltd
A0:71:A9	Nokia Corporation
A0:75:91	Samsung Electronics Co.,Ltd
A0:78:17	Apple, Inc.
A0:78:2D	Apple, Inc.
A0:7D:9C	Samsung Electronics Co.,Ltd
A0:82:1F	Samsung Electronics Co.,Ltd
A0:86:C6	Xiaomi Communications Co Ltd
A0:88:9D	Huawei Device Co., Ltd.
A0:8C:F8	Huawei Technologies Co.,Ltd
A0:8D:16	Huawei Technologies Co.,Ltd
A0:91:69	LG Electronics (Mobile Communications)
A0:91:A2	OnePlus Electronics (Shenzhen) Co., Ltd.
A0:91:C8	zte corporation
A0:91:CA	Nokia Solutions and Networks GmbH & Co. KG
A0:93:47	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
A0:94:1A	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
A0:99:9B	Apple, Inc.
A0:9A:0C	Honor Device Co., Ltd.
A0:9A:8E	Apple, Inc.
A0:9D:22	Apple, Inc.
A0:A0:DC	Huawei Device Co., Ltd.
A0:A3:09	Apple, Inc.
A0:A3:3B	Huawei Technologies Co.,Ltd
A0:AC:69	Samsung Electronics Co.,Ltd
A0:AD:62	Huawei Technologies Co.,Ltd
A0:AD:9F	ASUSTek COMPUTER INC.
A0:AF:12	Huawei Technologies Co.,Ltd
A0:B0:BD	Samsung Electronics Co.,Ltd
A0:B4:0F	Apple, Inc.
A0:B4:A5	Samsung Electronics Co.,Ltd
A0:C1:C5	Apple, Inc.
A0:C2:0D	Huawei Device Co., Ltd.
A0:C9:8B	Nokia Solutions and Networks GmbH & Co. KG
A0:CB:FD	Samsung Electronics Co.,Ltd
A0:CF:F5	zte corporation
A0:D0:5B	Samsung Electronics Co.,Ltd
A0:D1:B3	Apple, Inc.
A0:D7:22	Samsung Electronics Co.,Ltd
A0:D7:95	Apple, Inc.
A0:D7:A0	Huawei Device Co., Ltd.
A0:D7:F3	Samsung Electronics Co.,Ltd
A0:D8:07	Huawei Device Co., Ltd.
A0:DD:E5	SHARP Corporation
A0:DE:0F	Huawei Device Co., Ltd.
A0:DF:15	Huawei Technologies Co.,Ltd
A0:E3:90	Apple, Inc.
A0:E4:53	Sony Corporation
A0:EC:80	zte corporation
A0:ED:CD	Apple, Inc.
A0:EE:1A	Apple, Inc.
A0:F4:19	Nokia Corporation
A0:F4:50	HTC Corporation
A0:F4:79	Huawei Technologies Co.,Ltd
A0:FA:C8	Huawei Technologies Co.,Ltd
A0:FB:83	Honor Device Co., Ltd.
A0:FB:C5	Apple, Inc.
A4:00:E2	Huawei Technologies Co.,Ltd
A4:07:B6	Samsung Electronics Co.,Ltd
A4:09:87	Apple, Inc.
A4:09:B3	Huawei Technologies Co.,Ltd
A4:0F:98	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
A4:11:94	Lenovo
A4:12:32	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
A4:16:C0	Apple, Inc.
A4:16:E7	Huawei Technologies Co.,Ltd
A4:17:8B	Huawei Technologies Co.,Ltd
A4:1A:6E	zte corporation
A4:30:7A	Samsung Electronics Co.,Ltd
A4:31:35	Apple, Inc.
A4:36:C7	LG Innotek
A4:37:3E	Huawei Device Co., Ltd.
A4:39:B3	Beijing Xiaomi Mobile Software Co., Ltd
A4:3B:0E	Huawei Device Co., Ltd.
A4:3D:78	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
A4:40:27	zte corporation
A4:43:43	Huawei Device Co., Ltd.
A4:43:80	Huawei Device Co., Ltd.
A4:45:19	Xiaomi Communications Co Ltd
A4:46:B4	Huawei Device Co., Ltd.
A4:4B:D5	Xiaomi Communications Co Ltd
A4:50:46	Xiaomi Communications Co Ltd
A4:51:6F	Microsoft Mobile Oy
A4:55:90	Xiaomi Communications Co Ltd
A4:5E:60	Apple, Inc.
A4:67:06	Apple, Inc.
A4:6C:24	Huawei Technologies Co.,Ltd
A4:6C:F1	Samsung Electronics Co.,Ltd
A4:6D:A4	Huawei Technologies Co.,Ltd
A4:70:D6	Motorola Mobility LLC, a Lenovo Company
A4:71:74	Huawei Technologies Co.,Ltd
A4:75:B9	Samsung Electronics Co.,Ltd
A4:77:33	Google, Inc.
A4:77:60	Nokia Corporation
A4:77:F3	Apple, Inc.
A4:79:52	Huawei Device Co., Ltd.
A4:7B:1A	Huawei Device Co., Ltd.
A4:7B:2C	Nokia
A4:7C:C9	Huawei Technologies Co.,Ltd
A4:7E:39	zte corporation
A4:81:EE	Nokia Corporation
A4:83:E7	Apple, Inc.
A4:84:31	Samsung Electronics Co.,Ltd
A4:8C:DB	Lenovo
A4:90:CE	vivo Mobile Communication Co., Ltd.
A4:92:CB	Nokia
A4:93:3F	Huawei Technologies Co.,Ltd
A4:93:AD	Huawei Device Co., Ltd.
A4:99:47	Huawei Technologies Co.,Ltd
A4:9A:58	Samsung Electronics Co.,Ltd
A4:9B:4F	Huawei Technologies Co.,Ltd
A4:9D:DD	Samsung Electronics Co.,Ltd
A4:9F:E7	Samsung Electronics Co.,Ltd
A4:A4:6B	Huawei Technologies Co.,Ltd
A4:A4:90	Samsung Electronics Co.,Ltd
A4:A9:30	Beijing Xiaomi Mobile Software Co., Ltd
A4:AA:FE	Huawei Device Co., Ltd.
A4:AC:0F	Huawei Device Co., Ltd.
A4:B1:97	Apple, Inc.
A4:B6:1E	Huawei Device Co., Ltd.
A4:B8:05	Apple, Inc.
A4:BA:70	Beijing Xiaomi Mobile Software Co., Ltd
A4:BA:76	Huawei Technologies Co.,Ltd
A4:BD:C4	Huawei Technologies Co.,Ltd
A4:BE:2B	Huawei Technologies Co.,Ltd
A4:C3:37	Apple, Inc.
A4:C3:61	Apple, Inc.
A4:C3:BE	Xiaomi Communications Co Ltd
A4:C5:4E	Huawei Device Co., Ltd.
A4:C6:4F	Huawei Technologies Co.,Ltd
A4:C6:9A	Samsung Electronics Co.,Ltd
A4:C6:F0	Apple, Inc.
A4:C7:4B	Huawei Device Co., Ltd.
A4:C7:88	Xiaomi Communications Co Ltd
A4:C9:39	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
A4:CA:A0	Huawei Technologies Co.,Ltd
A4:CC:B3	Xiaomi Communications Co Ltd
A4:CC:B9	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
A4:CF:03	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
A4:CF:99	Apple, Inc.
A4:D1:8C	Apple, Inc.
A4:D1:D2	Apple, Inc.
A4:D2:3E	Apple, Inc.
A4:D9:31	Apple, Inc.
A4:D9:90	Samsung Electronics Co.,Ltd
A4:DC:BE	Huawei Technologies Co.,Ltd
A4:DD:58	Huawei Technologies Co.,Ltd
A4:E2:87	Xiaomi Communications Co Ltd
A4:E3:1B	Nokia
A4:E4:B8	BlackBerry RTS
A4:E7:31	Nokia Corporation
A4:E9:75	Apple, Inc.
A4:EB:D3	Samsung Electronics Co.,Ltd
A4:F0:5E	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
A4:F1:E8	Apple, Inc.
A4:F3:3B	zte corporation
A4:F6:E6	Apple, Inc.
A4:F6:E8	Apple, Inc.
A4:F8:41	Apple, Inc.
A4:F9:21	Apple, Inc.
A4:FC:14	Apple, Inc.
A4:FC:A1	Nokia Solutions and Networks GmbH & Co. KG
A4:FF:95	Nokia
A4:FF:9F	Xiaomi Communications Co Ltd
A8:02:DB	zte corporation
A8:05:56	vivo Mobile Communication Co., Ltd.
A8:06:00	Samsung Electronics Co.,Ltd
A8:09:B1	Huawei Device Co., Ltd.
A8:0C:63	Huawei Technologies Co.,Ltd
A8:0D:E1	Huawei Technologies Co.,Ltd
A8:13:06	vivo Mobile Communication Co., Ltd.
A8:13:78	Nokia
A8:16:B2	LG Electronics (Mobile Communications)
A8:16:D0	Samsung Electronics Co.,Ltd
A8:1A:F1	Apple, Inc.
A8:1B:5A	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
A8:20:66	Apple, Inc.
A8:23:16	Nokia
A8:23:FE	LG Electronics
A8:24:B8	Nokia
A8:26:D9	HTC Corporation
A8:2B:B9	Samsung Electronics Co.,Ltd
A8:2B:CD	Huawei Technologies Co.,Ltd
A8:2B:D5	Xiaomi Communications Co Ltd
A8:2C:89	Apple, Inc.
A8:30:BC	Samsung Electronics Co.,Ltd
A8:34:6A	Samsung Electronics Co.,Ltd
A8:35:12	Huawei Device Co., Ltd.
A8:37:59	Huawei Device Co., Ltd.
A8:3B:5C	Huawei Technologies Co.,Ltd
A8:3E:D3	Huawei Technologies Co.,Ltd
A8:44:81	Nokia Corporation
A8:46:16	Huawei Technologies Co.,Ltd
A8:49:4D	Huawei Technologies Co.,Ltd
A8:4A:28	Apple, Inc.
A8:4B:4D	Samsung Electronics Co.,Ltd
A8:50:81	Huawei Technologies Co.,Ltd
A8:51:5B	Samsung Electronics Co.,Ltd
A8:51:AB	Apple, Inc.
A8:5A:E0	Huawei Device Co., Ltd.
A8:5B:78	Apple, Inc.
A8:5B:B7	Apple, Inc.
A8:5C:2C	Apple, Inc.
A8:5E:45	ASUSTek COMPUTER INC.
A8:60:B6	Apple, Inc.
A8:66:7F	Apple, Inc.
A8:6A:86	Xiaomi Communications Co Ltd
A8:6E:4E	Huawei Device Co., Ltd.
A8:6F:36	vivo Mobile Communication Co., Ltd.
A8:74:84	zte corporation
A8:76:50	Samsung Electronics Co.,Ltd
A8:79:71	Huawei Technologies Co.,Ltd
A8:79:8D	Samsung Electronics Co.,Ltd
A8:7B:39	Nokia Corporation
A8:7C:01	Samsung Electronics Co.,Ltd
A8:7C:45	Huawei Technologies Co.,Ltd
A8:7C:F8	Apple, Inc.
A8:7D:12	Huawei Technologies Co.,Ltd
A8:7E:33	Nokia Danmark A/S
A8:81:7E	Apple, Inc.
A8:81:95	Samsung Electronics Co.,Ltd
A8:86:DD	Apple, Inc.
A8:87:B3	Samsung Electronics Co.,Ltd
A8:88:08	Apple, Inc.
A8:88:CE	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
A8:89:40	Huawei Device Co., Ltd.
A8:8E:24	Apple, Inc.
A8:8F:D9	Apple, Inc.
A8:91:3D	Apple, Inc.
A8:92:2C	LG Electronics (Mobile Communications)
A8:96:75	Motorola Mobility LLC, a Lenovo Company
A8:96:8A	Apple, Inc.
A8:98:92	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
A8:9A:8C	zte corporation
A8:9A:D7	Nokia
A8:9C:78	Apple, Inc.
A8:9C:ED	Xiaomi Communications Co Ltd
A8:9F:BA	Samsung Electronics Co.,Ltd
A8:A6:68	zte corporation
A8:AA:7C	Huawei Device Co., Ltd.
A8:AB:B5	Apple, Inc.
A8:B2:71	Huawei Technologies Co.,Ltd
A8:B8:6E	LG Electronics (Mobile Communications)
A8:BA:69	Samsung Electronics Co.,Ltd
A8:BB:56	Apple, Inc.
A8:BB:CF	Apple, Inc.
A8:BE:27	Apple, Inc.
A8:C0:92	Huawei Device Co., Ltd.
A8:C2:52	Huawei Device Co., Ltd.
A8:C4:07	Huawei Technologies Co.,Ltd
A8:C5:6F	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
A8:C8:3A	Huawei Technologies Co.,Ltd
A8:CA:7B	Huawei Technologies Co.,Ltd
A8:D0:81	Huawei Device Co., Ltd.
A8:D1:62	Samsung Electronics Co.,Ltd
A8:D4:E0	Huawei Technologies Co.,Ltd
A8:E0:18	Nokia Corporation
A8:E3:EE	Sony Interactive Entertainment Inc.
A8:E5:44	Huawei Technologies Co.,Ltd
A8:E5:EC	Nokia
A8:E9:78	Huawei Device Co., Ltd.
A8:EE:67	Samsung Electronics Co.,Ltd
A8:EF:5F	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
A8:F0:59	Huawei Technologies Co.,Ltd
A8:F2:66	Huawei Device Co., Ltd.
A8:F2:74	Samsung Electronics Co.,Ltd
A8:F5:AC	Huawei Technologies Co.,Ltd
A8:FA:D8	Apple, Inc.
A8:FB:40	Nokia Solutions and Networks GmbH & Co. KG
A8:FE:9D	Apple, Inc.
A8:FF:BA	Huawei Technologies Co.,Ltd
AC:00:7A	Apple, Inc.
AC:00:D0	zte corporation
AC:07:5F	Huawei Technologies Co.,Ltd
AC:07:75	Apple, Inc.
AC:0D:1B	LG Electronics (Mobile Communications)
AC:15:F4	Apple, Inc.
AC:16:15	Apple, Inc.
AC:1D:06	Apple, Inc.
AC:1E:92	Samsung Electronics Co.,Ltd
AC:1E:9E	Xiaomi Communications Co Ltd
AC:1F:74	Apple, Inc.
AC:22:0B	ASUSTek COMPUTER INC.
AC:29:3A	Apple, Inc.
AC:31:84	Huawei Device Co., Ltd.
AC:33:28	Huawei Device Co., Ltd.
AC:36:13	Samsung Electronics Co.,Ltd
AC:37:43	HTC Corporation
AC:38:70	Lenovo Mobile Communication Technology Ltd.
AC:39:71	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
AC:3C:0B	Apple, Inc.
AC:3E:B1	Google, Inc.
AC:45:00	Apple, Inc.
AC:45:CA	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
AC:47:1B	Huawei Device Co., Ltd.
AC:49:DB	Apple, Inc.
AC:4E:91	Huawei Technologies Co.,Ltd
AC:51:AB	Huawei Technologies Co.,Ltd
AC:56:2C	Lava International(H.K) Limited
AC:5A:14	Samsung Electronics Co.,Ltd
AC:5A:F0	LG Electronics
AC:5C:2C	Apple, Inc.
AC:5E:14	Huawei Technologies Co.,Ltd
AC:5F:EA	OnePlus Technology (Shenzhen) Co., Ltd
AC:60:6F	Nokia Shanghai Bell Co., Ltd.
AC:60:89	Huawei Technologies Co.,Ltd
AC:61:75	Huawei Technologies Co.,Ltd
AC:61:EA	Apple, Inc.
AC:64:62	zte corporation
AC:64:90	Huawei Technologies Co.,Ltd
AC:67:84	Google, Inc.
AC:6C:90	Samsung Electronics Co.,Ltd
AC:73:52	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
AC:75:1D	Huawei Technologies Co.,Ltd
AC:76:4C	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
AC:7A:94	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
AC:7E:01	Huawei Device Co., Ltd.
AC:7F:3E	Apple, Inc.
AC:80:0A	Sony Corporation
AC:80:FB	Samsung Electronics Co.,Ltd
AC:81:F3	Nokia Corporation
AC:82:F0	Apple, Inc.
AC:85:3D	Huawei Technologies Co.,Ltd
AC:86:A3	Apple, Inc.
AC:87:A3	Apple, Inc.
AC:88:FD	Apple, Inc.
AC:8A:C7	Huawei Technologies Co.,Ltd
AC:8C:46	Beijing Xiaomi Mobile Software Co., Ltd
AC:8D:34	Huawei Technologies Co.,Ltd
AC:8F:A9	Nokia Solutions and Networks GmbH & Co. KG
AC:8F:F8	Nokia
AC:90:73	Huawei Technologies Co.,Ltd
AC:90:85	Apple, Inc.
AC:92:32	Huawei Technologies Co.,Ltd
AC:93:2F	Nokia Corporation
AC:93:6A	Huawei Device Co., Ltd.
AC:97:38	Apple, Inc.
AC:99:29	Huawei Technologies Co.,Ltd
AC:9B:0A	Sony Corporation
AC:9E:17	ASUSTek COMPUTER INC.
AC:A8:8E	SHARP Corporation
AC:AD:4B	zte corporation
AC:AF:B9	Samsung Electronics Co.,Ltd
AC:B3:B5	Huawei Technologies Co.,Ltd
AC:BC:32	Apple, Inc.
AC:BC:B5	Apple, Inc.
AC:BD:70	Huawei Device Co., Ltd.
AC:C0:48	OnePlus Technology (Shenzhen) Co., Ltd
AC:C1:EE	Xiaomi Communications Co Ltd
AC:C3:3A	Samsung Electronics Co.,Ltd
AC:C4:BD	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
AC:C5:B4	Huawei Technologies Co.,Ltd
AC:C9:06	Apple, Inc.
AC:C9:FF	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
AC:CF:5C	Apple, Inc.
AC:CF:85	Huawei Technologies Co.,Ltd
AC:D6:18	OnePlus Technology (Shenzhen) Co., Ltd
AC:DC:CA	Huawei Technologies Co.,Ltd
AC:DF:A1	Apple, Inc.
AC:E0:11	Huawei Technologies Co.,Ltd
AC:E2:15	Huawei Technologies Co.,Ltd
AC:E3:42	Huawei Technologies Co.,Ltd
AC:E4:B5	Apple, Inc.
AC:E6:BB	Google, Inc.
AC:E8:7B	Huawei Technologies Co.,Ltd
AC:EA:EA	Huawei Technologies Co.,Ltd
AC:EE:9E	Samsung Electronics Co.,Ltd
AC:F1:08	LG Innotek
AC:F6:F7	LG Electronics (Mobile Communications)
AC:F7:F3	Xiaomi Communications Co Ltd
AC:F9:70	Huawei Technologies Co.,Ltd
AC:FD:EC	Apple, Inc.
AC:FF:6B	Huawei Technologies Co.,Ltd
B0:08:75	Huawei Technologies Co.,Ltd
B0:0A:D5	zte corporation
B0:0B:22	Huawei Device Co., Ltd.
B0:16:56	Huawei Technologies Co.,Ltd
B0:18:31	Apple, Inc.
B0:19:C6	Apple, Inc.
B0:21:6F	Huawei Technologies Co.,Ltd
B0:24:91	Huawei Device Co., Ltd.
B0:2A:43	Google, Inc.
B0:2E:E0	Huawei Device Co., Ltd.
B0:33:66	vivo Mobile Communication Co., Ltd.
B0:34:95	Apple, Inc.
B0:35:8D	Nokia Corporation
B0:35:B5	Apple, Inc.
B0:37:95	LG Electronics
B0:3A:CE	Huawei Device Co., Ltd.
B0:3F:64	Apple, Inc.
B0:42:B7	Huawei Technologies Co.,Ltd
B0:45:02	Huawei Device Co., Ltd.
B0:46:92	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
B0:47:BF	Samsung Electronics Co.,Ltd
B0:48:1A	Apple, Inc.
B0:4A:6A	Samsung Electronics Co.,Ltd
B0:4A:B4	Motorola Mobility LLC, a Lenovo Company
B0:54:76	Samsung Electronics Co.,Ltd
B0:55:08	Huawei Technologies Co.,Ltd
B0:5A:7B	Huawei Device Co., Ltd.
B0:5B:67	Huawei Technologies Co.,Ltd
B0:5C:E5	Nokia Corporation
B0:65:BD	Apple, Inc.
B0:67:B5	Apple, Inc.
B0:6A:41	Google, Inc.
B0:6E:72	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
B0:6E:BF	ASUSTek COMPUTER INC.
B0:6F:E0	Samsung Electronics Co.,Ltd
B0:70:0D	Nokia
B0:70:2D	Apple, Inc.
B0:72:19	Apple, Inc.
B0:73:5D	Huawei Device Co., Ltd.
B0:75:4D	Nokia
B0:75:D5	zte corporation
B0:76:1B	Huawei Technologies Co.,Ltd
B0:79:94	Motorola Mobility LLC, a Lenovo Company
B0:7A:DF	Huawei Technologies Co.,Ltd
B0:81:01	Honor Device Co., Ltd.
B0:82:E2	ASUSTek COMPUTER INC.
B0:89:00	Huawei Technologies Co.,Ltd
B0:8B:92	zte corporation
B0:8C:75	Apple, Inc.
B0:92:00	Apple, Inc.
B0:98:BC	Huawei Device Co., Ltd.
B0:99:5A	Huawei Technologies Co.,Ltd
B0:99:D7	Samsung Electronics Co.,Ltd
B0:9C:63	Xiaomi Communications Co Ltd
B0:9F:BA	Apple, Inc.
B0:A1:87	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
B0:A4:F0	Huawei Technologies Co.,Ltd
B0:AA:36	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
B0:AC:D2	zte corporation
B0:B1:94	zte corporation
B0:B5:C3	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
B0:BE:83	Apple, Inc.
B0:C1:9E	zte corporation
B0:C2:C7	Motorola Mobility LLC, a Lenovo Company
B0:C3:8E	Huawei Device Co., Ltd.
B0:C4:E7	Samsung Electronics Co.,Ltd
B0:C5:59	Samsung Electronics Co.,Ltd
B0:C6:1C	Huawei Technologies Co.,Ltd
B0:C7:87	Huawei Technologies Co.,Ltd
B0:C9:52	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
B0:CA:68	Apple, Inc.
B0:CA:E7	Huawei Device Co., Ltd.
B0:CC:FE	Huawei Device Co., Ltd.
B0:D0:9C	Samsung Electronics Co.,Ltd
B0:D1:D6	Nokia Shanghai Bell Co., Ltd.
B0:D5:76	Apple, Inc.
B0:D5:FB	Google, Inc.
B0:D7:7E	Huawei Technologies Co.,Ltd
B0:DE:28	Apple, Inc.
B0:DF:3A	Samsung Electronics Co.,Ltd
B0:E1:7E	Huawei Technologies Co.,Ltd
B0:E2:35	Xiaomi Communications Co Ltd
B0:E4:5C	Samsung Electronics Co.,Ltd
B0:E4:D5	Google, Inc.
B0:E5:ED	Huawei Technologies Co.,Ltd
B0:E5:EF	Apple, Inc.
B0:E5:F9	Apple, Inc.
B0:EB:57	Huawei Technologies Co.,Ltd
B0:EC:71	Samsung Electronics Co.,Ltd
B0:EC:DD	Huawei Technologies Co.,Ltd
B0:F1:D8	Apple, Inc.
B0:F2:F6	Samsung Electronics Co.,Ltd
B0:FA:8B	Huawei Device Co., Ltd.
B0:FE:E5	Huawei Device Co., Ltd.
B4:04:21	zte corporation
B4:05:A1	Xiaomi Communications Co Ltd
B4:09:31	Huawei Technologies Co.,Ltd
B4:0A:D8	Sony Interactive Entertainment Inc.
B4:0B:1D	Samsung Electronics Co.,Ltd
B4:0F:B3	vivo Mobile Communication Co., Ltd.
B4:13:24	Google, Inc.
B4:14:E6	Huawei Technologies Co.,Ltd
B4:15:13	Huawei Technologies Co.,Ltd
B4:18:D1	Apple, Inc.
B4:19:74	Apple, Inc.
B4:1A:1D	Samsung Electronics Co.,Ltd
B4:1B:B0	Apple, Inc.
B4:1C:30	zte corporation
B4:1D:62	Nokia Shanghai Bell Co., Ltd.
B4:1D:C4	Huawei Technologies Co.,Ltd
B4:1F:4D	Sony Interactive Entertainment Inc.
B4:20:5B	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
B4:23:A2	Google, Inc.
B4:2B:B9	Huawei Technologies Co.,Ltd
B4:30:52	Huawei Technologies Co.,Ltd
B4:31:61	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
B4:38:36	Huawei Technologies Co.,Ltd
B4:39:4C	Huawei Technologies Co.,Ltd
B4:3A:28	Samsung Electronics Co.,Ltd
B4:3A:E2	Huawei Technologies Co.,Ltd
